None;		None;		None
 a0_f;		0.05;		False
 a1_f;		0.12;		False
 a2_f;		0.05;		False
 a6_f;		55.62;		False
 a7_f;		0.06;		False
 b0_150_t;		0.07;		True
 b0_50_f;		0.06;		False
 b1_150_f;		0.05;		False
 b1_50_f;		0.05;		False
